Sample,Trt,Rep,Block,SoilType,Variety,SoilYear,DateGerm,WCR,DateWCR,WCRAdded,Height,Vstage,RootMass,ShootMass,RootShootRatio,WCRRecovered,WCRSurvival,WCRWeightAvg,WCRInstarAvg,WCRTotalWeight,WCR3rdInstar
C42,C,42,6,CCRadish,MastersChoice,2021,8/30/2021,yes,10/4/2021,18,NA,NA,NA,0.7216,NA,9,0.5,0.216666667,2.777777778,1.95,0.777777778
C43,C,43,6,CCRadish,MastersChoice,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,0.7116,NA,4,0.210526316,0.94,2.75,3.76,0.75
C44,C,44,6,CCRadish,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,1.0907,1.1168,0.976629656,NA,NA,NA,NA,NA,NA
C45,C,45,6,CCRadish,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.5938,0.8468,0.701228153,NA,NA,NA,NA,NA,NA
C46,C,46,6,CCRadish,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.4992,0.8657,0.576643179,NA,NA,NA,NA,NA,NA
C47,C,47,6,CCRadish,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.8323,1.0929,0.761551835,NA,NA,NA,NA,NA,NA
C48,C,48,6,CCRadish,MastersChoice,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,1.0128,NA,7,0.368421053,0.317857143,3,2.225,0.857142857
D41,D,41,6,CCTriticale,MastersChoice,2021,8/30/2021,yes,10/4/2021,15,NA,NA,NA,1.6482,NA,6,0.4,0.486666667,2.5,2.92,0.5
D42,D,42,6,CCTriticale,MastersChoice,2021,8/30/2021,yes,10/4/2021,16,NA,NA,NA,1.6175,NA,9,0.5625,0.863555556,3,7.772,1
D43,D,43,6,CCTriticale,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.9423,1.8999,0.495973472,NA,NA,NA,NA,NA,NA
D44,D,44,6,CCTriticale,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.7652,1.038,0.737186898,NA,NA,NA,NA,NA,NA
D45,D,45,6,CCTriticale,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,1.3959,1.322,1.055900151,NA,NA,NA,NA,NA,NA
D46,D,46,6,CCTriticale,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.5613,1.058,0.530529301,NA,NA,NA,NA,NA,NA
D47,D,47,6,CCTriticale,MastersChoice,2021,8/30/2021,yes,10/4/2021,17,NA,NA,NA,1.4284,NA,6,0.352941176,0.9745,3,5.847,1
D48,D,48,6,CCTriticale,MastersChoice,2021,8/30/2021,yes,10/4/2021,17,NA,NA,NA,0.5535,NA,9,0.529411765,0.793333333,2.777777778,7.14,0.777777778
E41,E,41,6,CCMix,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.7079,1.2351,0.573151972,NA,NA,NA,NA,NA,NA
E42,E,42,6,CCMix,MastersChoice,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,1.0072,NA,8,0.421052632,0.513625,2.875,4.109,0.875
E43,E,43,6,CCMix,MastersChoice,2021,8/30/2021,yes,10/4/2021,18,NA,NA,NA,1.235,NA,5,0.277777778,1.2278,3,6.139,1
E44,E,44,6,CCMix,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.7922,1.2934,0.612494201,NA,NA,NA,NA,NA,NA
E45,E,45,6,CCMix,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.98,1.0661,0.919238345,NA,NA,NA,NA,NA,NA
E46,E,46,6,CCMix,MastersChoice,2021,8/30/2021,yes,10/4/2021,20,NA,NA,NA,1.1984,NA,4,0.2,1.72625,3,6.905,1
E47,E,47,6,CCMix,MastersChoice,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,0.7611,NA,4,0.210526316,1.006,3,4.024,1
E48,E,48,6,CCMix,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.7694,1.2906,0.596156826,NA,NA,NA,NA,NA,NA
F41,F,41,6,ConvFallow,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.6193,1.1699,0.529361484,,,,,,
F42,F,42,6,ConvFallow,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.3602,0.5995,0.600834028,,,,,,
F43,F,43,6,ConvFallow,MastersChoice,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,1.0094,NA,,,,,,
F44,F,44,6,ConvFallow,MastersChoice,2021,8/30/2021,yes,10/4/2021,18,NA,NA,NA,0.9682,NA,,,,,,
F45,F,45,6,ConvFallow,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.7262,0.7551,0.961726924,,,,,,
F46,F,46,6,ConvFallow,MastersChoice,2021,8/30/2021,yes,10/4/2021,18,NA,NA,NA,0.7617,NA,,,,,,
F47,F,47,6,ConvFallow,MastersChoice,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.354,0.8451,0.418885339,,,,,,
F48,F,48,6,ConvFallow,MastersChoice,2021,8/30/2021,yes,10/4/2021,16,NA,NA,NA,1.0744,NA,,,,,,
G41,G,41,6,CCFallow,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,20,NA,NA,NA,1.3333,NA,1,0.05,0.329,2,0.329,0
G42,G,42,6,CCFallow,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,1.1719,NA,9,0.473684211,0.607666667,2.333333333,5.469,0.333333333
G43,G,43,6,CCFallow,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,18,NA,NA,NA,0.8763,NA,6,0.333333333,0.492333333,2.833333333,2.954,0.833333333
G44,G,44,6,CCFallow,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,1.0853,0.8698,1.247758105,NA,NA,NA,NA,NA,NA
G45,G,45,6,CCFallow,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,1.1283,1.0572,1.067253121,NA,NA,NA,NA,NA,NA
G46,G,46,6,CCFallow,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.592,1.189,0.497897393,NA,NA,NA,NA,NA,NA
G47,G,47,6,CCFallow,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.7776,1.2754,0.609691077,NA,NA,NA,NA,NA,NA
G48,G,48,6,CCFallow,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,20,NA,NA,NA,0.9494,NA,11,0.55,1.037909091,2.909090909,11.417,0.909090909
H41,H,41,6,CCPea,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,1.0055,0.8418,1.194464243,NA,NA,NA,NA,NA,NA
H42,H,42,6,CCPea,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,20,NA,NA,NA,NA,NA,9,0.45,0.748222222,3,6.734,1
H43,H,43,6,CCPea,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,1.3521,NA,10,0.526315789,0.621333333,2.7,5.592,0.7
H44,H,44,6,CCPea,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,1.3137,NA,4,0.210526316,1.564,3,6.256,1
H45,H,45,6,CCPea,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,18,NA,NA,NA,1.733,NA,17,0.944444444,1.492777778,2.882352941,13.435,0.882352941
H46,H,46,6,CCPea,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.9531,1.121,0.850223015,NA,NA,NA,NA,NA,NA
H47,H,47,6,CCPea,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.6104,1.1236,0.543253827,NA,NA,NA,NA,NA,NA
H48,H,48,6,CCPea,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.883,1.4762,0.598157431,NA,NA,NA,NA,NA,NA
I41,I,41,6,CCRadish,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.5027,1.0241,0.490870032,NA,NA,NA,NA,NA,NA
I42,I,42,6,CCRadish,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.7416,1.1688,0.63449692,NA,NA,NA,NA,NA,NA
I43,I,43,6,CCRadish,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,15,NA,NA,NA,0.8714,NA,7,0.466666667,0.724833333,2.833333333,4.349,0.714285714
I44,I,44,6,CCRadish,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,16,NA,NA,NA,0.9681,NA,4,0.25,0.77425,3,3.097,1
I45,I,45,6,CCRadish,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,0.8633,NA,2,0.105263158,1.4925,3,2.985,1
I46,I,46,6,CCRadish,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,17,NA,NA,NA,0.9292,NA,8,0.470588235,0.96425,3,7.714,1
I47,I,47,6,CCRadish,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.6162,0.8503,0.724685405,NA,NA,NA,NA,NA,NA
I48,I,48,6,CCRadish,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.6995,1.1693,0.598221158,NA,NA,NA,NA,NA,NA
J41,J,41,6,CCTriticale,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,1.5752,NA,8,0.421052632,0.542,2.875,4.336,0.875
J42,J,42,6,CCTriticale,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,1.7709,NA,3,0.157894737,1.653,3,4.959,1
J43,J,43,6,CCTriticale,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.8158,1.202,0.678702163,NA,NA,NA,NA,NA,NA
J44,J,44,6,CCTriticale,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,20,NA,NA,NA,1.4678,NA,5,0.25,0.6766,2.6,3.383,0.6
J45,J,45,6,CCTriticale,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,1.2223,1.2723,0.960701093,NA,NA,NA,NA,NA,NA
J46,J,46,6,CCTriticale,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,1.2972,NA,3,0.157894737,0.717333333,3,2.152,1
J47,J,47,6,CCTriticale,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.6121,1.2248,0.499755062,NA,NA,NA,NA,NA,NA
J48,J,48,6,CCTriticale,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,1.0973,0.9151,1.199103923,NA,NA,NA,NA,NA,NA
K41,K,41,6,CCMix,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,17,NA,NA,NA,0.8416,NA,7,0.411764706,0.845666667,2.5,5.074,0.571428571
K42,K,42,6,CCMix,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.7539,1.4517,0.519322174,NA,NA,NA,NA,NA,NA
K43,K,43,6,CCMix,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.7145,1.4031,0.509229563,NA,NA,NA,NA,NA,NA
K44,K,44,6,CCMix,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,18,NA,NA,NA,0.8516,NA,3,0.166666667,0.455666667,2.333333333,1.367,0.333333333
K45,K,45,6,CCMix,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.519,1.029,0.504373178,NA,NA,NA,NA,NA,NA
K46,K,46,6,CCMix,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,14,NA,NA,NA,1.35,NA,7,0.5,1.055833333,2.666666667,6.335,0.571428571
K47,K,47,6,CCMix,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.4567,0.8397,0.543884721,NA,NA,NA,NA,NA,NA
K48,K,48,6,CCMix,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,18,NA,NA,NA,1.8335,NA,8,0.444444444,1.298375,3,10.387,1
L41,L,41,6,ConvFallow,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,20,NA,NA,NA,1.1263,NA,,,,,,
L42,L,42,6,ConvFallow,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.8722,1.1292,0.772405243,,,,,,
L43,L,43,6,ConvFallow,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.3891,0.7523,0.517213877,,,,,,
L44,L,44,6,ConvFallow,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,20,NA,NA,NA,1.2286,NA,,,,,,
L45,L,45,6,ConvFallow,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.4543,0.9061,0.501379539,,,,,,
L46,L,46,6,ConvFallow,BlueRiverOrganic,2021,8/30/2021,no,10/4/2021,0,NA,NA,0.4732,0.8877,0.533062972,,,,,,
L47,L,47,6,ConvFallow,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,19,NA,NA,NA,1.6828,NA,,,,,,
L48,L,48,6,ConvFallow,BlueRiverOrganic,2021,8/30/2021,yes,10/4/2021,17,NA,NA,NA,0.9731,NA,,,,,,
A1,A,1,7,CCFallow,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.3507,NA,1,0.066666667,0.298,NA,0.298,NA
A2,A,2,7,CCFallow,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.3989,1.1362,2.111336032,NA,NA,NA,NA,NA,NA
A3,A,3,7,CCFallow,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.2754,NA,1,0.066666667,0.579,NA,0.579,NA
A4,A,4,7,CCFallow,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.974,0.877,2.250855188,NA,NA,NA,NA,NA,NA
A5,A,5,7,CCFallow,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.31,NA,2,0.133333333,0.231,NA,0.462,NA
A6,A,6,7,CCFallow,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.4833,NA,4,0.266666667,0.56525,NA,2.261,NA
A7,A,7,7,CCFallow,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,0.8203,1.0139,0.809054147,NA,NA,NA,NA,NA,NA
A8,A,8,7,CCFallow,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.3917,1.4677,0.948218301,NA,NA,NA,NA,NA,NA
A9,A,9,7,CCFallow,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.9858,NA,1,0.066666667,2.079,NA,2.079,NA
A10,A,10,7,CCFallow,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.0287,0.7408,1.388633909,NA,NA,NA,NA,NA,NA
A11,A,11,7,CCFallow,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.6731,NA,2,0.133333333,0.665,NA,1.33,NA
A12,A,12,7,CCFallow,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.8268,0.5414,3.374214998,NA,NA,NA,NA,NA,NA
A13,A,13,7,CCFallow,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.6779,NA,4,0.266666667,0.85325,NA,3.413,NA
A14,A,14,7,CCFallow,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.2149,0.6311,3.509586436,NA,NA,NA,NA,NA,NA
A15,A,15,7,CCFallow,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.7519,NA,2,0.133333333,0.387,NA,0.774,NA
A16,A,16,7,CCFallow,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.8582,0.8321,2.233145055,NA,NA,NA,NA,NA,NA
A17,A,17,7,CCFallow,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.5965,NA,3,0.2,0.846666667,NA,2.54,NA
A18,A,18,7,CCFallow,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.4393,0.6173,2.331605378,NA,NA,NA,NA,NA,NA
A19,A,19,7,CCFallow,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.6635,NA,10,0.666666667,0.597,NA,5.97,NA
A20,A,20,7,CCFallow,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.8458,0.6998,2.637610746,NA,NA,NA,NA,NA,NA
B1,B,1,7,CCPea,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,3.7631,0.8222,4.576866942,NA,NA,NA,NA,NA,NA
B2,B,2,7,CCPea,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.7978,NA,1,0.066666667,0.065,NA,0.065,NA
B3,B,3,7,CCPea,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.82,0.8794,2.069592904,NA,NA,NA,NA,NA,NA
B4,B,4,7,CCPea,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.8986,NA,2,0.133333333,0.8715,NA,1.743,NA
B5,B,5,7,CCPea,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.1781,NA,1,0.066666667,1.0003,NA,1.0003,NA
B6,B,6,7,CCPea,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.6125,0.769,3.397269181,NA,NA,NA,NA,NA,NA
B7,B,7,7,CCPea,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,3.3594,0.8039,4.17887797,NA,NA,NA,NA,NA,NA
B8,B,8,7,CCPea,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.5287,1.0492,1.457014868,NA,NA,NA,NA,NA,NA
B9,B,9,7,CCPea,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.1501,0.772,1.489766839,NA,NA,NA,NA,NA,NA
B10,B,10,7,CCPea,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,0.5938,0.4119,1.441612042,NA,NA,NA,NA,NA,NA
B11,B,11,7,CCPea,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.4693,NA,3,0.2,0.684666667,NA,2.054,NA
B12,B,12,7,CCPea,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.8847,NA,6,0.4,1.082166667,NA,6.493,NA
B13,B,13,7,CCPea,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.6021,NA,5,0.333333333,0.694,NA,3.47,NA
B14,B,14,7,CCPea,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.77,NA,3,0.2,0.481,NA,1.443,NA
B15,B,15,7,CCPea,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.7426,NA,1,0.066666667,0.209,NA,0.209,NA
C1,C,1,7,CCRadish,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.9813,NA,1,0.066666667,0.327,NA,0.327,NA
C2,C,2,7,CCRadish,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.7549,NA,4,0.266666667,1.25325,NA,5.013,NA
C3,C,3,7,CCRadish,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.8325,NA,2,0.133333333,0.743,NA,1.486,NA
C4,C,4,7,CCRadish,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.6414,NA,3,0.2,0.73,NA,2.19,NA
C5,C,5,7,CCRadish,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.8753,NA,missing,missing,missng,NA,missing,NA
C6,C,6,7,CCRadish,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.115,0.5678,3.724903135,NA,NA,NA,NA,NA,NA
C7,C,7,7,CCRadish,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.5703,NA,3,0.2,0.699333333,NA,2.098,NA
C8,C,8,7,CCRadish,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.2766,0.6296,2.027636595,NA,NA,NA,NA,NA,NA
C9,C,9,7,CCRadish,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.9971,NA,8,0.533333333,1.039,NA,8.312,NA
C10,C,10,7,CCRadish,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.7748,NA,0,0,NA,NA,NA,NA
C11,C,11,7,CCRadish,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.8437,0.7721,2.387903121,NA,NA,NA,NA,NA,NA
C12,C,12,7,CCRadish,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.0471,NA,3,0.2,1.018666667,NA,3.056,NA
C13,C,13,7,CCRadish,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.1173,0.8847,2.393240647,NA,NA,NA,NA,NA,NA
C14,C,14,7,CCRadish,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.9148,0.6616,2.894195889,NA,NA,NA,NA,NA,NA
C15,C,15,7,CCRadish,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,missing,missing,NA,NA,NA,NA,NA,NA,NA
C16,C,16,7,CCRadish,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.1862,NA,1,0.066666667,0.335,NA,0.335,NA
C17,C,17,7,CCRadish,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.5853,1.1717,2.206452164,NA,NA,NA,NA,NA,NA
C18,C,18,7,CCRadish,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.7178,0.5346,3.213243547,NA,NA,NA,NA,NA,NA
C19,C,19,7,CCRadish,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.4634,0.8238,1.776402039,NA,NA,NA,NA,NA,NA
D1,D,1,7,CCTriticale,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.4771,NA,0,0,NA,NA,NA,NA
D2,D,2,7,CCTriticale,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.6968,NA,1,0.066666667,0.89,NA,0.89,NA
D3,D,3,7,CCTriticale,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.0731,0.5919,1.812975165,NA,NA,NA,NA,NA,NA
D4,D,4,7,CCTriticale,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.7101,NA,4,0.266666667,0.95225,NA,3.809,NA
D5,D,5,7,CCTriticale,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.9806,0.5635,3.514818101,NA,NA,NA,NA,NA,NA
D6,D,6,7,CCTriticale,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.5686,NA,1,0.066666667,0.979,NA,0.979,NA
D7,D,7,7,CCTriticale,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,NA,0.5223,NA,2,0.133333333,0.663,NA,1.326,NA
D8,D,8,7,CCTriticale,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,1.6329,0.8421,1.939080869,NA,NA,NA,NA,NA,NA
D9,D,9,7,CCTriticale,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.7025,NA,5,0.333333333,1.0836,NA,5.418,NA
D10,D,10,7,CCTriticale,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,0.9142,0.8896,1.027652878,NA,NA,NA,NA,NA,NA
D11,D,11,7,CCTriticale,MastersChoice,2023,5/20/2023,yes,6/26/2023,17,NA,NA,NA,0.8213,NA,17,1,1.044941176,NA,17.764,NA
D12,D,12,7,CCTriticale,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,3.3019,0.5023,6.573561617,NA,NA,NA,NA,NA,NA
D13,D,13,7,CCTriticale,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,0.5292,0.467,1.133190578,NA,NA,NA,NA,NA,NA
D14,D,14,7,CCTriticale,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,1.0121,0.4838,2.091980157,NA,NA,NA,NA,NA,NA
D15,D,15,7,CCTriticale,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,0.692,0.8124,0.851797144,NA,NA,NA,NA,NA,NA
D16,D,16,7,CCTriticale,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.823,NA,4,0.266666667,0.6885,NA,2.754,NA
E1,E,1,7,CCMix,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.5591,NA,2,0.133333333,1.7155,NA,3.431,NA
E2,E,2,7,CCMix,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.1392,NA,0,0,NA,NA,NA,NA
E3,E,3,7,CCMix,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.0112,NA,0,0,NA,NA,NA,NA
E4,E,4,7,CCMix,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,missing,missing,NA,NA,NA,NA,NA,NA,NA
E5,E,5,7,CCMix,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,4.1735,2.1952,1.901193513,NA,NA,NA,NA,NA,NA
E6,E,6,7,CCMix,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.8522,NA,1,0.066666667,1.396,NA,1.396,NA
E7,E,7,7,CCMix,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.1903,NA,4,0.266666667,0.6795,NA,2.718,NA
E8,E,8,7,CCMix,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.4802,0.8495,2.919599765,NA,NA,NA,NA,NA,NA
E9,E,9,7,CCMix,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.7806,NA,7,0.466666667,1.491428571,NA,10.44,NA
E10,E,10,7,CCMix,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.2778,1.3106,1.737982603,NA,NA,NA,NA,NA,NA
E11,E,11,7,CCMix,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.3647,0.8133,2.907537194,NA,NA,NA,NA,NA,NA
E12,E,12,7,CCMix,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.6066,NA,3,0.2,0.492333333,NA,1.477,NA
E13,E,13,7,CCMix,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,1.0607,NA,4,0.266666667,1.45425,NA,5.817,NA
E14,E,14,7,CCMix,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.5635,NA,5,0.333333333,0.8078,NA,4.039,NA
E15,E,15,7,CCMix,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,4.9024,0.8905,5.505221786,NA,NA,NA,NA,NA,NA
E16,E,16,7,CCMix,MastersChoice,2023,5/20/2023,yes,6/26/2023,15,NA,NA,NA,0.6519,NA,3,0.2,1.848666667,NA,5.546,NA
E17,E,17,7,CCMix,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.6493,1.5142,1.749636772,NA,NA,NA,NA,NA,NA
E18,E,18,7,CCMix,MastersChoice,2023,5/20/2023,no,6/26/2023,15,NA,NA,2.0251,0.8406,2.409112539,NA,NA,NA,NA,NA,NA
